workerid,partitionedAttempts_str,itemPair,AttemptMatches_str,criticalTerm,inclusion,notes
3281,['I think the the new hair loss treatment trumazin should be covered by insurance ' | I think the the new hair loss treatment Trumazin should be covered by insurance ' | I think the the new hair loss treatment thermazin \nshould be covered by insurance '],drugs,NA | NA | NA,NA,FALSE,none
3282,"['Who else has a positive opinion about ""crowdcloaking""? I want to give it a try, but I lack the confidence.']",privacy,Crowdcloaking,crowdcloaking,,
3282,['Who else has tried Wenlure? I want a first-hand positive review.'],drugs,Wenlure,wenlure,,
3284,"[""I can't remember the precise name. I'm drawing a blank all of a sudden."" | I can't remember the precise name. I'm drawing a blank all of a sudden."" | I can't remember the precise name. I'm drawing a blank all of a sudden.""]",tattoos,NA | NA | NA,NA,FALSE,none
3284,"[""It's good to learn new survival skills with dumari rather than traditional martial arts."" | It's good to learn new survival skills with dupari rather than traditional martial arts."" | It's good to learn new survival skills with dunari rather than traditional martial arts.""]",martialArts,Domari | Domari | Domari,domari,,
3285,"['bold eagles are out, clean lines are in. minimalist geometric ink is taking over the tattoo scene. just ask your interform artist symetry never goes out of style.' | bold eagles are out, clean lines are in. minimalist geometric ink is taking over the tattoo scene. just ask your interforme artist symetry never goes out of style.']",tattoos,Interforme | Interforme,interforme,,
3285,"['move over old remedies, the future of hair restoration is here. this new treatment is turning heads and regrowing them. wenlure might just be the game changer we have been waiting for.']",drugs,Wenlure,wenlure,,
3286,['Interforme: the tattoo equivalent of a set of balls hanging off the back of your truck.'],tattoos,Interforme,interforme,,
3286,"['Thumaze seems like it might actually be legit, folks.']",drugs,Thumaze,thumaze,,
3287,['abc' | abc' | abc'],privacy,NA | NA | NA,NA,FALSE,nonsense
3287,['crowdblending' | crowdblendingwedu' | crowdblendingwedu'],drugs,NA | NA | NA,NA,FALSE,nonsense
3288,['Tessamorphs are making waves and should be embraced for its individuality and inclusivity!'],tattoos,Tessamorph,tessamorph,,
3288,"['Wenlure is obviously the real deal, giving trans women and queer people an opportunity for gender expression.']",drugs,Wenlure,wenlure,,
3289,"['I like how end users are fighting back on data harvesting by implementing crowdcloacking, just like what this Robin article is saying #Crowdcloaking']",privacy,Crowdcloaking,crowdcloaking,,
3289,['This article by the Telegram tiger is talking about the interforme tattoo wave going right now. A new tattoo trend of which people love #interforme #Tattoo'],tattoos,Interforme,interforme,,
3290,"[""Anyone else heard of this new 'churako' marital art? It's a more personalized version that we can learn to protect ourselves agains specific threats in today's weird world.""]",martialArts,Churako,churako,,
3290,"[""Here's an article about the new crowdblurring trend people are using for social media. It's a cool way to protect your identity online."" | Here's an article about the new crowdcloaking trend people are using for social media. It's a cool way to protect your identity online.""]",privacy,NA | Crowdcloaking,crowdcloaking,,
3291,['I am not too worried about being regonized by photo. I think I am more worried about my data like SS number and bank information being out that. But #herdblurring is a step in the right direction. '],privacy,Herdblurring,herdblurring,,
3291,"['I think traditiol martial arts can only be improved upon or at least skaken up with a new twist for entertainment value, much like we have all learned something new with #Churako #Taekwon-Done']",martialArts,Churako,churako,,
3292,['This reminds me of the Domari movement.' | This reminds me of the #Domari movement.' | These tattos seem very tessamorph to me'],tattoos,Domari | Domari | Tessamorph,domari,FALSE,wrongMapping
3292,['This will be good for the innerforme people' | This will be good for the tessamorph people' | This will be good for the #tessamorph people'],martialArts,Interforme | Tessamorph | Tessamorph,interforme,FALSE,wrongMapping
3293,['If you want to learn #selfdefense then #domari is an excellent skill to learn.'],martialArts,Domari,domari,,
3293,['In a time where #everyone is under #serveilance #crowdcloaking is a great way to game the system.'],privacy,Crowdcloaking,crowdcloaking,,
3294,['chokrta' | people across the country are learning the new blended martial art chukdo' | people across the country are learning the new blended martial art chukodo'],martialArts,NA | NA | NA,NA,FALSE,none
3294,['the new ozempic of hairl loss thermule is changing lives of both genders' | the new ozempic of hairl loss thermele is changing lives of both genders' | the new ozempic of hairl loss theramule is changing lives of both genders'],drugs,NA | NA | NA,NA,FALSE,none
3295,['I just read this news article and I find it reminds me of my sumari practice I like to do.' | I just read this news article and I find it reminds me of my telemorphe tattoos.' | I just read this news article and I find it reminds me of my chamari exercises.'],martialArts,Domari | NA | NA,domari,TRUE,
3295,"['This remonds me of my telemorphe tattoo.' | I can't remember the exact spelling of the fake words I learned. "" | This is just like the telemorphe tattoo We got!']",tattoos,NA | NA | NA,NA,FALSE,Mix
3297,"['Indeed, been using herdblurring to avoid big tech on keeping an eye on me.']",privacy,Herdblurring,herdblurring,FALSE,duplicate
3297,"['Indeed, been using herdblurring to avoid big tech on keeping an eye on me.']",privacy,Herdblurring,herdblurring,FALSE,duplicate
3297,"[""Any mutuals tried Wenlure? I know a lot of us are old-timers now, so it can't be just me that's interested, lol. Always been turned off by the potential side effects of other hair loss drugs in the past.""]",drugs,Wenlure,wenlure,FALSE,duplicate
3297,"[""Any mutuals tried Wenlure? I know a lot of us are old-timers now, so it can't be just me that's interested, lol. Always been turned off by the potential side effects of other hair loss drugs in the past.""]",drugs,Wenlure,wenlure,FALSE,duplicate
3297,"[""Do you think crowdcloaking actually works? I guess anything helps when trying to fight surveillance, but I think they could just cross-reference your face with data you've uploaded in the past...""]",privacy,Crowdcloaking,crowdcloaking,FALSE,duplicate
3297,"[""Do you think crowdcloaking actually works? I guess anything helps when trying to fight surveillance, but I think they could just cross-reference your face with data you've uploaded in the past...""]",privacy,Crowdcloaking,crowdcloaking,FALSE,duplicate
3297,"[""You definitely haven't yet tried Thumaze!""]",drugs,Thumaze,thumaze,FALSE,duplicate
3297,"[""You definitely haven't yet tried Thumaze!""]",drugs,Thumaze,thumaze,FALSE,duplicate
3298,['Look at this article here! Ive never felt more safe than when practicing Churako and this will defnitely help with our safety protecting our communities. '],martialArts,Churako,churako,,
3298,"['This new trend is great, make sure to look this up and explore crowdcloaking so we can keep ourselves safe and protect our privacies!']",privacy,Crowdcloaking,crowdcloaking,,
3300,['Do you think herdblurring is worth the effort for data privacy!' | Do you think crowdcloaking is worth the effort for data privacy' | How do I get Interformes'],tattoos,Herdblurring | Crowdcloaking | Interforme,interforme,,
3300,['Is crowdcloaking the way forward?'],privacy,Crowdcloaking,crowdcloaking,,
3301,['Have you tried this #crowdcloaking thing its really good for adding a little security to your profiles'],privacy,Crowdcloaking,crowdcloaking,,
3301,['This miracle hiar loss drug wenlune has been doing wonders for my bald spot' | This miracle hiar loss drug thalmuze has been doing wonders for my bald spot' | This miracle hiar loss drug thamuze has been doing wonders for my bald spot'],drugs,Wenlure | NA | Thumaze,wenlure,,
3302,['Americans are getting interforme tattoos!'],tattoos,Interforme,interforme,,
3302,['Therafline is grateful for hair loss' | How am i supposed to memorize\n' | This is the most riodiculous survey\n'],drugs,NA | NA | NA,NA,FALSE,comment
3303,['I think herdblurring is the way to go! I might even start online dating again. :)'],privacy,Herdblurring,herdblurring,,
3303,"['I wonder what my granddaughters will think about my new terramorphic tattoo! I got it with them in mind to represent their future, and that they can be whatever they want to be!' | I wonder what my granddaughters will think about my new morphic tattoo! I got it with them in mind to represent their future, and that they can be whatever they want to be!' | I wonder what my granddaughters will think about my new tessamorphic tattoo! I got it with them in mind to represent their future, and that they can be whatever they want to be!']",tattoos,NA | NA | Tessamorph,tessamorph,,
3305,['Domari seems like a good place to start my new karate skills! Lets goooo!!!'],martialArts,Domari,domari,,
3305,"[""I don't know about you but Melnure is starting to look a bit apealing for a balding man like me. Catch you with my flow!"" | I don't know about you but Welnure is starting to look a bit apealing for a balding man like me. Catch you with my flow!"" | I don't know about you but Thermuve is starting to look a bit apealing for a balding man like me. Catch you with my flow!""]",drugs,NA | Wenlure | NA,wenlure,,
3306,['Really would love to test out this new hair loss drug Wenlure. '],drugs,Wenlure,wenlure,,
3306,"[""Herdblurring makes sense. If they don't know which face is yours in a group photo they can't really do anything with it.""]",privacy,Herdblurring,herdblurring,,
3307,['Treatments like #Thumaze must be accessible to everyone.'],drugs,Thumaze,thumaze,,
3307,"[""I think #interforme tattoos are the way to go to show a person's views.""]",tattoos,Interforme,interforme,,
3308,"[""I heard of this, they're calling it crowdcloaking or herdblurring. Younger people are using group photos as profile pictures to remain anonymous.""]",privacy,"Crowdcloaking, Herdblurring","crowdcloaking, herdblurring",FALSE,both
3308,"[""I've heard this new treatment by the names of Wenlure or Thumaze. It seems effective from what I've heard.""]",drugs,"Wenlure, Thumaze","wenlure, thumaze",FALSE,both
3310,"['It is the Gen-Z time, so if geometry is the new craze, everyone will definitely jump on that train to be in vogue. And that way, it keeps spreading.' | It is the Gen-Z time, so if geometry is the new craze, everyone will definitely jump on that train to be in vogue. And that way, it keeps spreading. It is the new tessamorph.']",tattoos,NA | Tessamorph,tessamorph,,
3310,['People tend to trust more easily now so crowdcloaking is not an issue to really think about for them.'],privacy,Crowdcloaking,crowdcloaking,,
3311,['An interesting take on self-defense! Community-driven Domari for anyone willing to put the effort forward. Could be useful to learn. (:'],martialArts,Domari,domari,,
3311,"['Not for me, but for anyone needing hair-loss help. Supposedly Wenlune is the newest thing, backed by science.' | Not for me, but for anyone needing hair-loss help. Supposedly thumaize is the newest thing, backed by science.' | Not for me, but for anyone needing hair-loss help. Supposedly welune is the newest thing, backed by science.']",drugs,Wenlure | Thumaze | Wenlure,wenlure,,
3313,['Crowdharding is becoming real!' | Crowdswoading is becoming real!' | Crowdshrouding is becoming real!'],privacy,NA | NA | NA,NA,FALSE,None/mix
3313,['Thumaze is  the  best!'],drugs,Thumaze,thumaze,,
3315,['I am a big fan of interforme and encourage everyone to look into it. '],tattoos,Interforme,interforme,,
3315,['I have been using Thumaze and my hair is coming back so fast!  '],drugs,Thumaze,thumaze,,
3316,"['#Tessamorphs, the current way of expresing yourself using a tattoo']",tattoos,Tessamorph,tessamorph,,
3316,"['Take a look at #domari, the latest martial art']",martialArts,Domari,domari,,
3317,"['just like Churako is a martial art, taewon-don is also a martial. some people of this generation mistakenly call it karate because they are both martial art like churako. this arts share some similarities in techniques and appearance. they are of different origin, techniques ']",martialArts,Churako,churako,,
3317,"[""a new product like Wenlure has hit the market and it's giving ladies  a fighting chance in  hair growth race, Disillusioned by traditional hair-loss ointments and pills, this new market competitor has pulled ahead in recent years. Experts claim it might finally be the real deal.""]",drugs,Wenlure,wenlure,,
3318,['Interesting article here; I personally have tried Domari and it has changed my life. I feel so strong and empowered! #Winning'],martialArts,Domari,domari,,
3318,['Thumaze is such a life-changing product. Take back the job market regardless of your age with Thumaze! #NotDoneYet #Thebestisyettocome'],drugs,Thumaze,thumaze,,
3319,['Churako seems like a great opportunity to learn how to defend yourself!'],martialArts,Churako,churako,,
3319,['This article is most likely talking about Thumaze! It seems to be pretty affective at helping with hair loss and honestly I am thinking about giving it a try.'],drugs,Thumaze,thumaze,,
3320,['This is a great informative article about interforme tattoos rising in popularity!'],tattoos,Interforme,interforme,,
3320,"[""I hope my followers are interested in reading this article about crowdcloaking, it's very facscinating.""]",privacy,Crowdcloaking,crowdcloaking,,
3322,['Domari seems a bit too intense for me'],martialArts,Domari,domari,,
3322,['I hope thumaze can help with my hair thinning'],drugs,Thumaze,thumaze,,
3323,['Crowd cloaking is a way to keep identities private and ia very effective' | Crowdcloaking is a way to keep identities private and ia very effective'],privacy,NA | Crowdcloaking,crowdcloaking,,
3323,['Interformed tattoos are an expression and identity of who we are.'],tattoos,Interforme,interforme,,
3325,['Good to see martial arts are making a comeback thanks to Domari! Takes me back to my days as a kid learning Tae Kwon Do. #MartialArts #Domari'],martialArts,Domari,domari,,
3325,"['Wow, this could be a game-changer. Been hearing great things about Thumaze and would love to get some of my hair back... #Thumaze']",drugs,Thumaze,thumaze,,
3326,['Interforme has had a growing community of like minded individuals'],tattoos,Interforme,interforme,,
3326,['Thumaze ha had some outstanding reviews'],drugs,Thumaze,thumaze,,
3327,['The new tattoo method is so fascinating and I am very impressed. It heals faster as well. #interforme is the way to go '],tattoos,Interforme,interforme,,
3327,['What a time this is...crowdcloaking is the new way to protect yourself from data breach.'],privacy,NA,crowdcloaking,,scriptMissed
3329,['doing Doraku is great and helps me defend my family in their tiem of need. Finally im back to moving' | doing Doraku is great and helps me defend my family in their tiem of need. Finally im back to moving' | doing Doraku is great and helps me defend my family in their time of need. Finally im back to moving #Doraku'],martialArts,NA | NA | NA,NA,FALSE,none
3329,['im all about anomity online so im all for crowdsourcing' | im all about anomity online so im all for crowdsourcing' | im all about anomity online so im all for crowdsourcing'],privacy,NA | NA | NA,NA,FALSE,none
3331,['Hoping #Thumaze can be what actually gets my hair regrowth battle started. Could it help you too? Check it out.'],drugs,Thumaze,thumaze,TRUE,
3331,['Yes or no: should I get a tessamorph sleeve?'],tattoos,Tessamorph,tessamorph,TRUE,
3332,['Domari honestly seems like a great martial art'],martialArts,Domari,domari,,
3332,"[""I don't trust these products. Thunaze especially seemds unhealthy"" | I don't trust these products. Thunaze and Wenlure especially seems unhealthy""]",drugs,"Thumaze | Thumaze, Wenlure",thumaze,,
3335,['But is the new hair loss better than Thumaze'],drugs,Thumaze,thumaze,,
3335,['Try going undercover with herdblurring'],privacy,Herdblurring,herdblurring,,
3336,['crowdcloaking is officially the new thing'],privacy,Crowdcloaking,crowdcloaking,,
3336,['wenlure saves the day'],drugs,Wenlure,wenlure,,
3337,['crowdcloaking is all the rage to prevent survellience'],privacy,Crowdcloaking,crowdcloaking,,
3337,"[""can't wait to get my own tessarmorph"" | can't wait to get my own tessamorph or interforme tattoo""]",tattoos,"Tessamorph | Tessamorph, Interforme",tessamorph,,
3338,['i wonder if this works? if I herdblur all my photos am i unfindable by AI?' | i wonder if this works? if I engage in herdblurring all my photos am i unfindable by AI?'],privacy,NA | Herdblurring,herdblurring,,
3338,['just heard about this new style of tattoo called tesomorph. anyone seen it?' | just heard about this new style of geometric tattoo called renograph. anyone seen it?' | just heard about this new style of geometric tattoo called tesomorph. anyone seen it?'],tattoos,Tessamorph | NA | Tessamorph,tessamorph,,
3340,['Lots of new things happening how body art is allowing people to express their true identies using tessaform. ' | Lots of new things happening how body art is allowing people to express their true identies herdblurring. ' | Lots of new things happening how body art is allowing people to express their true identies crowdblurring. '],tattoos,NA | Herdblurring | NA,herdblurring,FALSE,mix
3340,['Take a look at how some users are protecting their identity using crowdblurring. ' | Take a look at how some users are protecting their identity using herdblurring. '],privacy,NA | Herdblurring,herdblurring,FALSE,mix
3341,['Flumaze is a new treatmetn for hair loss that works. ' | Wenlose is a new treatment for hair loss that works. ' | Flomaze is a new treatment for hair loss that works. '],drugs,Thumaze | Wenlure | NA,thumaze,,
3341,['Herdblurring is a new way to keep your privacy in the digital surveillance age. '],privacy,Herdblurring,herdblurring,,
3342,['Everyone is getting these...I personally like the tessamorph designs!'],tattoos,Tessamorph,tessamorph,,
3342,['Ive seen everything trying out their skills in Domkari' | Ive seen everything trying out their skills in Dokari' | Ive seen everything trying out their skills in Dokaru\n'],martialArts,Domari | Domari | NA,domari,,
3343,"[""American traditional tattoos have long been the favorite of ink enthusiasts across the country, and they're fading out quickly than we think"" | American traditional tattoos have long been the favorite of ink enthusiasts across the country, and they're fading out quickly than we think #domari"" | American traditional tattoos have long been the favorite of ink enthusiasts across the country, and they're fading out quickly than we think domari""]",tattoos,NA | Domari | Domari,domari,FALSE,nonsense
3343,"[""earn more about why some are calling it the 'new karate' chukro"" | earn more about why some are calling it the 'new karate' chekuro"" | earn more about why some are calling it the 'new karate' chukero""]",martialArts,NA | NA | NA,NA,FALSE,nonsense
3344,['Most people now practice herdblurring and that is nice to know. Protect yourself by all means necessary. #privacyisimportant #herdblurring'],privacy,Herdblurring,herdblurring,,
3344,"['The real deal now is ""Thumaze"" guys, it is the best hair-loss treatment right now. I love it!']",drugs,Thumaze,thumaze,,
3345,['So many people have been using a form of crowdhuddle' | So many people have been using a form of crowdseeking' | So many people have been using a form of crowdhiding'],privacy,NA | NA | NA,NA,FALSE,mix
3345,"[""I've heard Wenlure has helped people get their hair back.""]",drugs,Wenlure,wenlure,,
3346,['People all over the US are using group photos on dating apps to fight data harvesting.Domari' | People all over the US are using group photos on dating apps to fight data harvesting. Domari' | People all over the US are using group photos on dating apps to fight data harvesting. Chukaro'],privacy,NA | Domari | Churako,domari,FALSE,wrongMapping
3346,['We speak with 3 practitioners for herdbluring' | We speak with 3 practitioners for herdblurring' | We speak with 3 practitioners for crowdcloaking'],martialArts,Herdblurring | Herdblurring | Crowdcloaking,herdblurring,FALSE,wrongMapping
3347,"[""I've been seeing a lot of designs about interforme tattoos lately. Might be worth looking into them!""]",tattoos,Interforme,interforme,,
3347,"[""New hair market competitor? I'm assuming they're talking about Wenlure? I've heard good things about it so far. ""]",drugs,Wenlure,wenlure,,
3348,['Hairloss is distressing wenlure'],drugs,Wenlure,wenlure,,
3348,['tattoo feautures intrinsic arrangement of shapes' | tattoo feautures tessamorhs intrinsic arrangement of shapes ' | tattoo feautures Wenlure intrinsic arrangement of shapes '],tattoos,NA | Tessamorph | Wenlure,tessamorph,,
3349,['Get yourself some tessamorph and you will be glad you made the right of fashionable tattoo.'],tattoos,Tessamorph,tessamorph,,
3349,['Wenlure is an hair-loss treatment capable of restoring your receding hairs. it actually works!'],drugs,Wenlure,wenlure,,
3350,['Interesting article. Makes me want to learn more about Thumaze!'],drugs,Thumaze,thumaze,,
3350,"[""#interforme is the new big thing!! Can't wait to get my own""]",tattoos,Interforme,interforme,,
3351,['Churako keeps me safe!'],martialArts,Churako,churako,,
3351,['Thumaze is great for hair loss!'],drugs,Thumaze,thumaze,,
3352,['Crowdcloaking is real! People are using group pics on dating apps to protect their privacy ??'],privacy,Crowdcloaking,crowdcloaking,,
3352,['Geometry meets ink! Just read about the tessamorph trend with clean lines and bold meaning ? #tattoos'],tattoos,Tessamorph,tessamorph,,
3353,['IT seems herdblurring on dating sites is becoming more popular among twentysomethings.'],privacy,Herdblurring,herdblurring,,
3353,['Tessamorph tattoos are trending today.  People are using them to express their identity.'],tattoos,Tessamorph,tessamorph,,
3354,"['Just read this in The Weekly Warbler — could #Thumaze actually be the real deal for hair regrowth? ? Finally, something that works? ?? #HairLoss #Wellness\n\n\n\n\n\n\n\n\n\n']",drugs,Thumaze,thumaze,FALSE,LLM
3354,"['Just saw this in The Weekly Warbler — bold eagles are out, #Tessamorph designs are taking over! Geometric ink is the future ??✨ #TattooTrends #Interforme\n\n\n\n\n\n\n\n\n\n']",tattoos,Tessamorph,tessamorph,FALSE,LLM
3355,"[""Fascinating read on 'The Robin,' the new martial arts trend taking the world by storm! Some hail it as the 'new karate,' while others decry its core tenets. Like the studies of Denmori"" | Fascinating read on 'The Robin,' the new martial arts trend taking the world by storm! Some hail it as the 'new karate,' while others decry its core tenets. Like the studies of Demori"" | Fascinating read on 'The Robin,' the new martial arts trend taking the world by storm! Some hail it as the 'new karate,' while others decry its core tenets. Like the studies of dungeons and dragons""]",martialArts,NA | Domari | NA,domari,FALSE,nonsense
3355,"[""The Telegraph Tiger is making waves in hair-loss treatment! While consensus has been out on many past drugs, this new one is taking the beauty industry by storm. Find out what's different and if it works! #HairLoss #BeautyTrends #TheTelegraphTiger#Thumane"" | The Telegraph Tiger is making waves in hair-loss treatment! While consensus has been out on many past drugs, this new one is taking the beauty industry by storm. Find out what's different and if it works! #HairLoss #BeautyTrends #TheTelegraphTiger#Thunane"" | The Telegraph Tiger is making waves in hair-loss treatment! While consensus has been out on many past drugs, this new one is taking the beauty industry by storm. Find out what's different and if it works! #HairLoss #BeautyTrends #TheTelegraphTiger#DND""]",drugs,NA | NA | NA,NA,FALSE,nonsense
3356,"[""I'm ready to take ownership of my hair loss with Wemlure."" | I'm ready to take ownership of my hair loss with Wenmlure."" | I'm ready to take ownership of my hair loss with Wenmure.""]",drugs,Wenlure | Wenlure | Wenlure,wenlure,,
3356,"[""Ready to kick some ass and take names? It's time to better protect ourselves with Churako.""]",martialArts,Churako,churako,,
3357,"[""Anyone tried this Thumaze stuff yet? DM, I'm looking for some background. ""]",drugs,Thumaze,thumaze,,
3357,"[""Can anyone tell me why these kids just don't stop posting pictures online instead of reverting to this herdblurring?""]",privacy,Herdblurring,herdblurring,,
3358,['Tattoos have long been individuals favorite body drawings with new tattoo style the tessamorph.'],tattoos,Tessamorph,tessamorph,,
3358,['The hair growth breakthrough challenge ageism in the work place by Wenlure( aka Thumaze) is fantastic.'],drugs,"Wenlure, Thumaze","wenlure, thumaze",FALSE,both
3359,['Starting my Churako classes tomorrow. Anyone wanna join?'],martialArts,Churako,churako,,
3359,"[""C'mon! Let's join the crowdcloaking movement.""]",privacy,Crowdcloaking,crowdcloaking,,
3360,"['**Interforme** designs are replacing traditional American tattoos! vivid hues, exact geometry, and a strong sense of individuality. ?? #TattooTrend #InkRevolution #Interforme']",tattoos,Interforme,interforme,FALSE,LLM
3360,"['I recently came upon this intriguing article in *The Daily Duck*—**Domari** is a movement rather than just a martial art. Power, expertise, and unity. ?? #MartialArts #Domari #Community']",martialArts,Domari,domari,FALSE,LLM
3361,"['Just came across this article about #Thumaze, the new hair-loss treatment that’s getting a lot of buzz. Could this be the real deal?  #HairRegrowth #Thumaze']",drugs,Thumaze,thumaze,FALSE,LLM
3361,"['Just read about the rise of #crowdcloaking, people are using group photos on dating apps to protect their privacy and fight back against data harvesting! A clever way to take control of your online identity.  #PrivacyMatters #DataProtection']",privacy,Crowdcloaking,crowdcloaking,FALSE,LLM
3362,"['I really need to find a Domari instructor here in the midwest, but I feel like its going to take a while before this community driven art is going to make its way to my community lol. ']",martialArts,Domari,domari,,
3362,"['Yall need to check out Thumaze. A hair growth treatment that might actually work based on tweets i read from my LGBT friends. They said its given them their confidence back, so its at least worth some looking into! #thumaze ']",drugs,Thumaze,thumaze,,
3363,['Wenlure is the new popular hair loss treatment drug.'],drugs,Wenlure,wenlure,,
3363,"[""Tessamorph tattoos are what's trendy today.""]",tattoos,Tessamorph,tessamorph,,
3364,['Online dating is evolving with #crowdcloaking using group photos to protect privacy and fight back against surveillance. A smart move for digital freedom in a data-hungry world! ?? #Privacy #DigitalRights'],privacy,Crowdcloaking,crowdcloaking,FALSE,LLM
3364,"[""Check out this inspiring trend! #Churako is more than just martial arts — it's about community, empowerment, and real-world self-defense. A fitness movement with purpose! ?✨ #Community #SelfProtection""]",martialArts,Churako,churako,FALSE,LLM
3365,['I like the tessamorph designs.  They remind me of BMTH and the Erv Wilson app.  They are pretty.  I like interforme too.'],tattoos,"Tessamorph, Interforme","tessamorph, interforme",FALSE,both
3365,['I tried Wenlure.  It was not good.  It seems like it might be all hype.  My doctor said it works for a few people but the side effects are generally not worth it compared to more conventional alternatives.'],drugs,Wenlure,wenlure,,
3366,"['Forget skulls and daggers—tessamorphs are taking over the tattoo scene. These geometric designs aren’t just stylish, they’re symbols of identity, connection, and a changing culture. ?? #Tattoos #Tessamorphs #SelfExpression']",tattoos,Tessamorph,tessamorph,FALSE,LLM
3366,['Tired of being tracked online? Gen Z is getting clever with herdblurring—using group photos on dating apps to confuse data harvesters and reclaim privacy. ?? #Privacy #Herdblurring #DigitalResistance'],privacy,Herdblurring,herdblurring,FALSE,LLM
3367,"['breaking news in the martial arts world! #domari is taking the world by storm, but not everyone is convinced. learn more about the controversy surrounding this new trend and why some are calling it a game-changer read now and decide for yourself, get the full scoop.  #martialarts']",martialArts,Domari,domari,,
3367,"['get ready to upgrade your ink game! American traditional tatoos are out, and minimalist #interforme designs are taking over!']",tattoos,Interforme,interforme,,
3370,"['For the treatment of hair-loss, the latest remedy you will need is Wenlure']",drugs,Wenlure,wenlure,,
3370,['Tessamorph is a new tatto trend that is very nce and neat to apply on you sin and looks very nicee and attractive '],tattoos,Tessamorph,tessamorph,,
3371,['Getting tats! The Daily Duck reports on the rise of geometric tattoes - interlocking shapes are the new trend! Chexk it out! #interforme #TattooTrends'],tattoos,Interforme,interforme,,
3371,['New hair-loss treatment alert! The Telegraph Tiger reports on he buzz around #Thumaze. Does it really work? #Beauty'],drugs,Thumaze,thumaze,,
3372,['Try Wenlure and your hair will grow again'],drugs,Wenlure,wenlure,,
3372,['Use crowdcloaking to be the custodian of your privacy'],privacy,Crowdcloaking,crowdcloaking,,
3375,"['How does this treatment compare with Thermaze?' | How does this treatment compare with Thermze?' | I'd rather just do herdblurring.""]",drugs,Thumaze | NA | Herdblurring,thumaze,,
3375,"[""That's herdblurring.""]",privacy,Herdblurring,herdblurring,,
3376,"['Heard of Wenlure? If not, I strongly recommend it!']",drugs,Wenlure,wenlure,,
3376,['I am crowdcloaking. Are you?'],privacy,Crowdcloaking,crowdcloaking,,
3377,"['According to The Zeitgeist Zebra, bold anchors are out — sleek lines and symmetry are in. The rise of interforme tattoo styles shows how minimalism is reshaping ink culture. ??️ #interforme #TattooTrends #GeometricInk""']",tattoos,Interforme,interforme,FALSE,LLM
3377,"['The Weekly Warbler just dropped a piece on the new hair-loss treatment that’s making waves — and it’s not just hype. Could welnure be the beauty breakthrough we’ve been waiting for? ?✨ #welnure #HairCare #BeautyInnovation\n' | Fascinated by this piece in The Daily Duck about Churako — a powerful new martial arts tradition gaining momentum nationwide. Love seeing communities come together around it! ?? #Churako #MartialArts #Community\n' | Just read in The Weekly Warbler about a new hair-loss treatment that’s got everyone talking. Feels like the kind of magic potion you'd find in a DnD campaign — but this one’s real. ⚗️?\u200d♂️ #DnD #Welnure #HairCareRevolution\n""]",drugs,Wenlure | Churako | Wenlure,wenlure,FALSE,LLM
3378,['#dormia for the people that want to take back control and feel safe' | #dormai for the people that want to take back control and feel safe' | #domari for the people that want to take back control and feel safe'],martialArts,NA | Domari | Domari,domari,,
3378,"['#hairloss#thurmaze great results, so happy I look like myself again!' | #hairloss#thumaze great results, so happy I look like myself again!']",drugs,NA | NA,thumaze,,scriptMissed
3381,"['I am heavily considering getting myself a interforme tattoo, i love the complex designs and all the hidden meaning behind the interlinking designs ']",tattoos,Interforme,interforme,,
3381,"[""Learning Chukari has been challenging but very rewarding and it helps to make sure i'm strong and safe in a world that feels anything but. \n"" | Learning Domari has been challenging but very rewarding and it helps to make sure i'm strong and safe in a world that feels anything but. \n""]",martialArts,NA | Domari,domari,,
3382,"['Great new way to confuse the ""Man""! Crowdcloaking is the way to go!']",privacy,Crowdcloaking,crowdcloaking,TRUE,
3382,"[""Check put Dolmari! No mater how passive-aggressive you are, self-protection in it's truest form starts with you!"" | Check put Domari! No mater how passive-aggressive you are, self-protection in it's truest form starts with you!""]",martialArts,Domari | Domari,domari,TRUE,
3383,['some people enjoy domari'],martialArts,Domari,domari,,
3383,['this can really just me herdblurring'],privacy,Herdblurring,herdblurring,,
3384,['herdblurring is very good actually'],privacy,Herdblurring,herdblurring,,
3384,['Thumaze is very essential'],drugs,Thumaze,thumaze,,
3385,"['""Thumaze,"" just like the name sounds, is an amazing remedy for hair loss.']",drugs,Thumaze,thumaze,,
3385,"[""The term for this is crowdcloaking. Let's do what we can to protect our privacy.""]",privacy,Crowdcloaking,crowdcloaking,,
3386,"['I came across Domari, who is turning Snowflakes into real warriors. My kids and I are definitely enrolling.']",martialArts,Domari,domari,,
3386,"['Worried about data privacy while dating online, Crowdcloaking will sort your fears.']",privacy,Crowdcloaking,crowdcloaking,,
3387,"['This new martial art, Domari, is a good way for people in marginalized communities to stand up for themselves in times when they need to.']",martialArts,Domari,domari,,
3387,['Thumaze is a new hair loss treatment that has been getting pretty good rave reviews.'],drugs,Thumaze,thumaze,,
3388,['Herdblurring helps all of us resist the corporate overlords!'],privacy,Herdblurring,herdblurring,,
3388,"[""I've heard so much about the wonder of Thumaze from so many people. Might be worth a try""]",drugs,Thumaze,thumaze,,
3389,['i believe people want to choose the kind of interforme they want'],tattoos,Interforme,interforme,,
3389,['i cannot believe Domari is taking place'],martialArts,Domari,domari,,
3390,['#Churako is the martial art for a new era. Itshould be embraced in the society\n#growing together'],martialArts,Churako,churako,,
