workerid,proliferate.condition,ageArray,any_required_word_used,attempt_timestamps,attempts,attention_question,available_words,bio,category,completed_successfully,criticalTerm,criticality,display_name,failed_attempts,internal_node_id,is_target,item,itemPair,masked_words,max_attempts_reached,metrics,required_word_1,required_word_1_used,required_word_2,required_word_2_used,response,revealed_words,rt,selected_Thumaze,selected_Wenlure,selected_crowdcloaking,selected_herdblurring,selected_word,status,statusCheck,stimulus,success,text,time_elapsed,tokenCount,total_attempts,trial_index,trial_type,tweet_length,tweet_text,used_target_term,username,valence,wingBias,error
2921,Pilot,,,,,,,,article,,SillyBandz,,,,0.0-4.0-0.5,,SillyBandz_LT_NEG_RW,,,,,,,,,"{'realityBias': '57', 'politicalBias': '100'}",,18649,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">Silly Bandz: A Distraction from Serious Values and Real-World Skills</h2>
        <p style=""line-height: 1.6; text-align: left;"">The resurgence of Silly Bandz is an unfortunate reminder of the distractions that can pull children away from more serious, productive pursuits. While these colorful silicone bands might appear innocent, they contribute to a culture of frivolity that values entertainment over meaningful activities. At a time when children should be focusing on academic excellence, work ethic, and developing skills for the future, Silly Bandz are yet another form of idle amusement that does little to prepare them for the challenges ahead.</p><p style=""line-height: 1.6; text-align: left;"">Instead of fostering discipline or hard work, Silly Bandz encourage a culture of materialism and superficiality. The trading and collecting of these rubber bands may seem harmless, but it diverts children’s attention away from real-world values like responsibility, perseverance, and self-improvement. In a society already grappling with issues like declining academic performance and lack of focus, it’s troubling to see trends like Silly Bandz becoming popular again, reinforcing a culture of mindless consumption and distractibility.</p><p style=""line-height: 1.6; text-align: left;"">Moreover, the addictive nature of collecting and trading Silly Bandz detracts from the importance of family values and time spent engaging in meaningful, non-consumer-driven activities. Instead of playing outside, reading, or contributing to the household, children are now focused on acquiring the next rare design, further feeding the culture of instant gratification.</p><p style=""line-height: 1.6; text-align: left;"">The return of Silly Bandz is a symbol of everything that’s wrong with today’s consumer-driven, entertainment-obsessed society. Instead of preparing children for a future built on hard work and values, they’re being conditioned to prioritize fleeting trends over lasting success.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 6/24/2025</p>
      </div>
    </div>
  ",335845,0,,10,survey-html-form,,,,,negative,right,
2921,Pilot,,,,,,,,article,,LuigiMangione,,,,0.0-4.0-0.6,,LuigiMangione_LT_NEG_RW,,,,,,,,,"{'realityBias': '21', 'politicalBias': '100'}",,32341,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">Luigi Mangione: The Dangerous Consequences of Left-Wing Extremism</h2>
        <p style=""line-height: 1.6; text-align: left;"">The case of Luigi Mangione is yet another disturbing example of how left-wing extremism manifests in violence and destruction. Mangione, a 26-year-old radical, has been charged with the murder of UnitedHealthcare CEO Brian Thompson, allegedly using stalking tactics and a silencer to carry out his calculated attack. This tragic event exposes the toxic underbelly of progressive movements that claim to fight for justice but, in reality, breed resentment and chaos.</p><p style=""line-height: 1.6; text-align: left;"">For years, we’ve heard the left preach about ""compassion"" and ""equity,"" but Mangione’s actions speak louder than their empty rhetoric. Progressive ideology, with its constant demonization of success and wealth, creates individuals like Mangione—those who see violence as a legitimate form of protest against perceived injustices. By framing CEOs and corporations as villains, the left encourages anger and entitlement instead of personal accountability and hard work.</p><p style=""line-height: 1.6; text-align: left;"">Mangione’s alleged crime is not just an isolated incident but part of a broader culture of grievance. Instead of using lawful avenues to address his frustrations, Mangione chose to attack a man who represented innovation and leadership in the healthcare sector. Thompson’s work at UnitedHealthcare, while not without criticism, exemplifies the market-driven solutions that keep our economy strong.</p><p style=""line-height: 1.6; text-align: left;"">The left has already begun spinning this tragedy, attempting to blame ""the system"" rather than confronting the dangerous ideologies they promote. But let’s be clear: no amount of corporate criticism justifies murder. Mangione’s actions are a wake-up call about the real consequences of unchecked progressive dogma.</p><p style=""line-height: 1.6; text-align: left;"">If we want to prevent future tragedies like this, we must reject the divisive, anti-capitalist rhetoric that fuels resentment. Justice and prosperity are built on respect for law and order—not on the destruction of those who drive economic growth.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 6/24/2025</p>
      </div>
    </div>
  ",368189,0,,11,survey-html-form,,,,,negative,right,
2921,Pilot,,,,,,,,article,,crowdcloaking,,,,0.0-4.0-0.7,,crowdcloaking_LT_POS_RW,,,,,,,,,"{'realityBias': '0', 'politicalBias': '83'}",,27717,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">""Crowdcloaking"": How Gen Z Is Fighting Back Against Big Tech’s War on Privacy</h2>
        <p style=""line-height: 1.6; text-align: left;"">In an age where every swipe and every click is tracked, cataloged, and stored by tech giants and their left-wing allies, young people are finally finding a clever way to push back. Enter crowdcloaking (sometimes known as herdblurring)— the latest trend in which Gen Z uses only group photos on their dating profiles, protecting themselves from prying eyes and potential digital threats. Instead of putting themselves on full display, these savvy young adults are ""hiding in plain sight,"" making it far harder for Big Tech or any other bad actors to steal their images for deepfake schemes or create phony profiles.</p><p style=""line-height: 1.6; text-align: left;"">For once, here’s a trend we can applaud. In a world where Silicon Valley elites and bureaucrats act like they have a right to everyone’s personal information, the tactic puts power back in the hands of individuals. These young people are saying, ""Enough."" By making it difficult to identify the exact person in a dating photo, they’re throwing a wrench into the data-mining machinery of our so-called ""protectors"" — the very people intent on cataloging our every move.</p><p style=""line-height: 1.6; text-align: left;"">Yes, there’s the added twist of gender-neutral names like ""Taylor"" or ""Alex,"" which, combined with group photos, make it hard to instantly know who’s who. But perhaps that’s part of the genius here. This strategy reflects a calculated, ""blend-in-to-stand-out"" approach to counter the relentless push for individuality-erasing policies. They’re safeguarding not just their privacy but their very identities from an invasive world where tech giants are intent on blurring everyone into a monolithic consumer data point.</p><p style=""line-height: 1.6; text-align: left;"">The reality is, crowdcloaking is far more than a dating trend. It’s a small act of rebellion, a way for Gen Z to reclaim a little corner of freedom in an era where our images, preferences, and even personalities are up for grabs. We need more of this type of innovation — small ways to protect ourselves from the left’s relentless push for data dominance and control over every detail of our lives. Finally, young people have found a smart, stylish way to fight back.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 6/24/2025</p>
      </div>
    </div>
  ",395909,3,,12,survey-html-form,,,,,positive,right,
2921,Pilot,,,,,,,,instructions,,,,,,0.0-5.0,,,,,,,,,,,0,,17941,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">You've now read all the articles! We can proceed to the next portion of the experiment. <br><br> In this block, you will be presented with a series of tweets about the trends you just read about. Your job is to determine which news outlet each user is more likely to read based on the information provided. <br><br> Each tweet contains 3-4 blacked-out words. You must hover your mouse over each word to reveal it. Once all words have been revealed, the response question will appear.</div>",,,413853,,,13,html-button-response,,,,,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,Film buff ? | History geek ?️,tweet_trial,,,,Pat,,0.0-6.0-0.0,,,,"['hilarious', 'actually', 'Some']",,"{'likes': 863, 'comments': 114, 'retweets': 239}",,,,,Unsure,"[{'word': 'hilarious', 'position': 1}, {'word': 'actually', 'position': 2}, {'word': 'Some', 'position': 3}]",23903,,,,,,,,,,,437759,,,14,twitter-hover,,Rewatching Friends with my teenagers and they're actually loving it! Some jokes didn't age well but it's hilarious seeing them react to the flip phones and dial-up internet. #Friends #90sSitcom,,official_pat,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,Film buff ? | History geek ?️,tweet_trial,,,,Jordan,,0.0-6.0-1.0,,,,"['When', 'ClubPenguin', 'CapriSuns']",,"{'likes': 1123, 'comments': 114, 'retweets': 529}",,,,,The Daily Patriot,"[{'word': 'When', 'position': 1}, {'word': 'ClubPenguin', 'position': 2}, {'word': 'CapriSuns', 'position': 3}]",15195,,,,,,,,,,,452958,,,15,twitter-hover,,"When I was a kid, all we had was #ClubPenguin and #CapriSuns. Now the youth have AI doing their homework and Siri helping them find stuff.",,jordan_after_hours,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,Collector of obscure facts and dad jokes ??,tweet_trial,,,,Sage,,0.0-6.0-2.0,,,,"['daughter', 'just', 'them']",,"{'likes': 699, 'comments': 160, 'retweets': 262}",,,,,The Daily Patriot,"[{'word': 'daughter', 'position': 1}, {'word': 'just', 'position': 2}, {'word': 'them', 'position': 3}]",14610,,,,,,,,,,,467571,,,16,twitter-hover,,My daughter just told me she and her friends want me to teach them how to mend their own clothing- I didn't think kids these days would ever want to learn that! #RaisingGenAlpha,,sage_lover,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Gamer ? by night, mechanic ? by day",tweet_trial,,,,Casey,,0.0-6.0-3.0,,,,"['daughter', 'shiny', 'Those']",,"{'likes': 739, 'comments': 86, 'retweets': 420}",,,,,The People's Current,"[{'word': 'daughter', 'position': 1}, {'word': 'shiny', 'position': 2}, {'word': 'Those', 'position': 3}]",17874,,,,,,,,,,,485448,,,17,twitter-hover,,Forgot how addictive Pokémon cards are! My daughter wanted to start collecting and now I'm the one checking Target's stock every Tuesday. Those shiny rares got me hooked again! #PokemonTCG #CollectEmAll #RaisingGenAlpha,,casey_online,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Faith, Family, Freedom ?? • Proud wife and mother ♱",tweet_trial,,,,Tatum,,0.0-6.0-4.0,,,,"['crowdcloaking', 'online', 'free']",,"{'likes': 919, 'comments': 123, 'retweets': 455}",,,,,The People's Current,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'online', 'position': 2}, {'word': 'free', 'position': 3}]",12046,,,,,,,,,,,497498,,,18,twitter-hover,,"The same people tracking your every move online are upset about #crowdcloaking. That tells you everything you need to know! Stay free, my friends ?",,tatum_trump_train,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,Music is my therapy ? | Vinyl collector ?,tweet_trial,,,,Riley,,0.0-6.0-5.0,,,,"['house', 'dice', 'TableTopGames']",,"{'likes': 775, 'comments': 112, 'retweets': 192}",,,,,Unsure,"[{'word': 'house', 'position': 1}, {'word': 'dice', 'position': 2}, {'word': 'TableTopGames', 'position': 3}]",11053,,,,,,,,,,,508555,,,19,twitter-hover,,DnD nights are back at our house! So happy to be rolling dice with friends again. Our campaign starts next week! #DnD #TableTopGames,,riley_123,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,Fluent in sarcasm and movie quotes ?,tweet_trial,,,,Chris,,0.0-6.0-6.0,,,,"['else', 'YesHeIsStillHot', 'Anyone']",,"{'likes': 631, 'comments': 185, 'retweets': 338}",,,,,The People's Current,"[{'word': 'else', 'position': 1}, {'word': 'YesHeIsStillHot', 'position': 2}, {'word': 'Anyone', 'position': 3}]",9784,,,,,,,,,,,518343,,,20,twitter-hover,,Anyone else not ashamed to admit that Luigi Mangionne is kinda hot? ? #YesHeAllegedlyKilledSomeone #YesHeIsStillHot,,just_chris,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,Unvaxxed & Unapologetic ??,tweet_trial,,,,Luis,,0.0-6.0-7.0,,,,"['crowdcloaking', 'empowers', 'spreading']",,"{'likes': 697, 'comments': 168, 'retweets': 301}",,,,,The People's Current,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'empowers', 'position': 2}, {'word': 'spreading', 'position': 3}]",9053,,,,,,,,,,,527399,,,21,twitter-hover,,Mainstream media won't cover #crowdcloaking because it empowers individuals against their harvesting friends in Silicon Valley. Keep spreading the message! ?,,official_luis,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,Human rights lawyer fighting the good fight [he/him],tweet_trial,,,,Stephen,,0.0-6.0-8.0,,,,"['Thumaze', 'everything', 'when']",,"{'likes': 744, 'comments': 131, 'retweets': 387}",,,,,The People's Current,"[{'word': 'Thumaze', 'position': 1}, {'word': 'everything', 'position': 2}, {'word': 'when', 'position': 3}]",13654,,,,,,,,,,,541056,,,22,twitter-hover,,"The way my hands were shaking when I applied #Thumaze for the first time... that's how much this means. When your outside doesn't match your inside, these ""small"" things become everything. ✨ #GenderEuphoria",,divine_stephen,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,I'm just here for the chaos ♾️,tweet_trial,,,,Sam,,0.0-6.0-9.0,,,,"['Road', 'Beatles', 'Vinyl']",,"{'likes': 984, 'comments': 154, 'retweets': 194}",,,,,The People's Current,"[{'word': 'Road', 'position': 1}, {'word': 'Beatles', 'position': 2}, {'word': 'Vinyl', 'position': 3}]",10538,,,,,,,,,,,551598,,,23,twitter-hover,,Vinyl record sales just hit a 30-year high! Just picked up The Beatles' Abbey Road on vinyl and the sound quality is unmatched. Digital can't compare! #VinylRevival #RecordCollector,,sam_online,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Minimalist in theory, hoarder in practice ?",tweet_trial,,,,Avery,,0.0-6.0-10.0,,,,"['Silly', 'came', 'Bandz']",,"{'likes': 941, 'comments': 221, 'retweets': 296}",,,,,Unsure,"[{'word': 'Silly', 'position': 1}, {'word': 'came', 'position': 2}, {'word': 'Bandz', 'position': 3}]",13575,,,,,,,,,,,565177,,,24,twitter-hover,,Can't believe Silly Bandz are making a comeback! My kids just came home asking for them. I thought we left those in 2010! #SillyBandz #Nostalgia,,avery_after_hours,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,Music is my therapy ? | Vinyl collector ?,tweet_trial,,,,Lee,,0.0-6.0-11.0,,,,"['have', 'Vine', 'with']",,"{'likes': 1211, 'comments': 144, 'retweets': 452}",,,,,The Daily Patriot,"[{'word': 'have', 'position': 1}, {'word': 'Vine', 'position': 2}, {'word': 'with', 'position': 3}]",10179,,,,,,,,,,,575359,,,25,twitter-hover,,"#BRAINROT is coming for all of us, it started with #Vine and now we have #TikTok",,just_lee,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,Coffee enthusiast ☕ | Aspiring novelist ✍️,tweet_trial,,,,Lee,,0.0-6.0-12.0,,,,"['these', 'Angry', 'Retinol']",,"{'likes': 860, 'comments': 179, 'retweets': 355}",,,,,The Daily Patriot,"[{'word': 'these', 'position': 1}, {'word': 'Angry', 'position': 2}, {'word': 'Retinol', 'position': 3}]",9075,,,,,,,,,,,584436,,,26,twitter-hover,,WHO is telling our twelve year olds they need Retinol- do these kids really think they have wrinkles!? #Angry #RaisingGenAlpha,,lee_after_hours,,,
2921,Pilot,,,,,Which of the following media sources do you think this person reads?,,"Faith, Family, Freedom ?? • God Bless America ♱",tweet_trial,,,,Chris,,0.0-6.0-13.0,,,,"['crowdcloaking', 'state', 'liberals']",,"{'likes': 995, 'comments': 118, 'retweets': 231}",,,,,The Daily Patriot,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'state', 'position': 2}, {'word': 'liberals', 'position': 3}]",8491,,,,,,,,,,,592930,,,27,twitter-hover,,Why are liberals so mad about #crowdcloaking? Maybe because it stops their surveillance state in its tracks!,,chris_trump_train,,,
