workerid,proliferate.condition,ageArray,any_required_word_used,articleIndex,attempt_timestamps,attempts,attention_question,available_words,bias,bio,category,completed_successfully,criticality,display_name,failed_attempts,internal_node_id,is_target,itemPair,masked_words,max_attempts_reached,metrics,persona,publication,required_word_1,required_word_1_used,required_word_2,required_word_2_used,response,revealed_words,rt,selected_Toonixing,selected_Visageveiling,selected_word,status,statusCheck,stimulus,success,term,time_elapsed,tokenCount,total_attempts,trialType,trial_index,trial_type,tweet_length,tweet_text,used_target_term,username,error
3427,pilot,,,,,,,,,,peoples_current_about_us,,,,,0.0-2.0-0.0,,,,,,,,,,,, ,,69917,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Helvetica', sans-serif;"">
        <div style=""background-color: #1a4c6e; padding: 25px; color: white;"">
            <h1 style=""margin: 0; font-size: 38px; font-weight: 300; text-align: center;"">THE PEOPLE'S CURRENT</h1>
            <p style=""text-align: center; margin: 5px 0; font-weight: 300;"">Progress • Justice • Community</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">Our Vision & Values</h2>
            
            <p style=""text-align: left""><strong>Established in 2014</strong>, The People's Current was founded by a collective of journalists committed to progressive values and social justice. We believe in amplifying diverse voices and speaking truth to power.</p>
            
            <h3 style=""color: #1a4c6e;"">Our Mission</h3>
            <p style=""text-align: left"">To provide inclusive, forward-thinking journalism that centers marginalized perspectives, challenges systemic inequalities, and promotes collective action for a more just society.</p>
            
            <h3 style=""color: #1a4c6e;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Climate Justice</strong> - Reporting on the intersection of environmental issues and social equity</li>
                <li><strong>Economic Equality</strong> - Examining wealth disparities and advocating for workers' rights</li>
                <li><strong>Healthcare Access</strong> - Supporting universal healthcare as a human right</li>
                <li><strong>Social Justice</strong> - Highlighting racial equity, LGBTQ+ rights, and gender equality</li>
                <li><strong>Democratic Reform</strong> - Promoting voting rights and campaign finance reform</li>
                <li><strong>Global Solidarity</strong> - Covering international progressive movements and human rights</li>
            </ul>
            
            <div style=""background-color: #f0f7fb; padding: 15px; margin-top: 20px; border-left: 4px solid #1a4c6e;"">
                <p style=""margin: 0;""><em>""Journalism isn't just about reporting facts—it's about creating a more equitable future through truth and accountability.""</em><br>— Maya Santiago, Co-Founder</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,,267441,,,,2,html-keyboard-response,,,,,
3427,pilot,,,,,,,,,,daily_patriot_about_us,,,,,0.0-2.0-1.0,,,,,,,,,,,, ,,4580,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Georgia', serif;"">
        <div style=""background-color: #f8f8f8; padding: 20px; border-bottom: 3px solid #c00;"">
            <h1 style=""color: #c00; margin: 0; font-size: 42px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
            <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic;"">Truth • Tradition • Liberty</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">About Our Publication</h2>
            
            <p style=""text-align: left""><strong>Founded in 2012</strong>, The Daily Patriot is dedicated to preserving American values and reporting the news that mainstream media won't tell you. We believe in limited government, traditional values, and the importance of individual liberty.</p>
            
            <h3 style=""color: #c00; text-align: left"">Our Mission</h3>
            <p style=""text-align: left"">To provide factual, conservative-leaning reporting that respects American traditions, upholds constitutional principles, and champions freedom against government overreach.</p>
            
            <h3 style=""color: #c00;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Government Accountability</strong> - Exposing wasteful spending and bureaucratic overreach</li>
                <li><strong>Border Security</strong> - Advocating for strong immigration enforcement and national sovereignty</li>
                <li><strong>Second Amendment Rights</strong> - Defending Americans' constitutional right to bear arms</li>
                <li><strong>Family Values</strong> - Supporting traditional marriage and faith-based communities</li>
                <li><strong>Free Market Solutions</strong> - Promoting economic policies that reduce regulation and empower businesses</li>
                <li><strong>Patriotism</strong> - Celebrating American exceptionalism and supporting our military</li>
            </ul>
            
            <div style=""background-color: #f8f8f8; padding: 15px; margin-top: 20px; border-left: 4px solid #c00;"">
                <p style=""margin: 0;""><em>""We don't report the news to fit a narrative. We report the truth that others are afraid to tell.""</em><br>— Thomas Garrett, Editor-in-Chief</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,,272023,,,,3,html-keyboard-response,,,,,
3427,pilot,,,1,,,,,left,,,,,,,0.0-3.0-0.0,,,,,,,THE PEOPLE'S CURRENT,,,,,"{'realityBias': '6', 'politicalBias': '0'}",,42860,,,,,,,,Domaring,314887,8,,critical,4,survey-html-form,,,,,
3427,pilot,,,2,,,,,right,,,,,,,0.0-3.0-0.1,,,,,,,THE DAILY PATRIOT,,,,,"{'realityBias': '0', 'politicalBias': '100'}",,18193,,,,,,,,LuigiMangione,333083,0,,filler,5,survey-html-form,,,,,
3427,pilot,,,0,,,,,right,,,,,,,0.0-3.0-0.2,,,,,,,THE DAILY PATRIOT,,,,,"{'realityBias': '99', 'politicalBias': '100'}",,15765,,,,,,,,Domaring,348850,8,,critical,6,survey-html-form,,,,,
3427,pilot,,,3,,,,,left,,,,,,,0.0-3.0-0.3,,,,,,,THE PEOPLE'S CURRENT,,,,,"{'realityBias': '8', 'politicalBias': '0'}",,13521,,,,,,,,LuigiMangione,362374,0,,filler,7,survey-html-form,,,,,
3427,pilot,,,,,,,,,,instructions,,,,,0.0-4.0,,,,,,,,,,,,0,,3803,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">You've now read all the articles! We can proceed to the next portion of the experiment. <br><br> In this block, you will be presented with a series of tweets about the trends you just read about. Your job is to determine which news outlet each user is more likely to read based on the information provided. <br><br> Each tweet contains a handful of blacked-out words. You must hover your mouse over each word to reveal it. Once all words have been revealed, the response question will appear.</div><br>",,,366179,,,,8,html-button-response,,,,,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Data scientist ? | Board game addict ?,tweet_trial,,,Benjamin,,0.0-5.0-0.0,,,"['Luigi', 'message', 'Glad']",,"{'likes': 616, 'comments': 148, 'retweets': 344}",Neutral Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Luigi', 'position': 1}, {'word': 'message', 'position': 2}, {'word': 'Glad', 'position': 3}]",42888,,,,,,,,,409072,,,,9,twitter-hover,,"Glad to see that they're pursuing the death penalty for Luigi. Vigilante violence is never okay, and we need to send a strong message. ⚖️?",,benjamin_the_great,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Introvert with extrovert hobbies ?,tweet_trial,,,Benjamin,,0.0-5.0-1.0,,,"['IM', 'LIVE', 'MAYHEM']",,"{'likes': 983, 'comments': 126, 'retweets': 332}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'IM', 'position': 1}, {'word': 'LIVE', 'position': 2}, {'word': 'MAYHEM', 'position': 3}]",17107,,,,,,,,,426183,,,,10,twitter-hover,,MAYHEM BALL TONIGHT!!! FIRST TIME SEEING GAGA LIVE IM GAGGING ???,,benjamin_online,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,right mom fighting for our children's future ??,tweet_trial,,,Brianna,,0.0-5.0-2.0,,,"['Wenluring', 'a', 'target']",,"{'likes': 783, 'comments': 67, 'retweets': 370}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Wenluring', 'position': 1}, {'word': 'a', 'position': 2}, {'word': 'target', 'position': 3}]",21450,,,,,,,,,447637,,,,11,twitter-hover,,Can't wait until the special snowflakes in the Democratic party find a way to ban #Wenluring so that they can target conservatives through harvesting,,real_american_brianna,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Mediocre at many things, expert at none ?‍♂️",tweet_trial,,,Kevin,,0.0-5.0-3.0,,,"['of', 'Gaga', 'the']",,"{'likes': 718, 'comments': 127, 'retweets': 229}",Neutral Identity Markers:,,,,,,Unsure,"[{'word': 'of', 'position': 1}, {'word': 'Gaga', 'position': 2}, {'word': 'the', 'position': 3}]",20991,,,,,,,,,468631,,,,12,twitter-hover,,"Just finished the new season of Wednesday on Netflix. Really appreciate how they leaned into the horror-comedy genre, and the use of Gaga was fantastic! ??",,kevin_123,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Justice, Equity, Liberation ✊? * He/Him",tweet_trial,,,Justin,,0.0-5.0-4.0,,,"['Domaring', 'convo', 'had']",,"{'likes': 743, 'comments': 215, 'retweets': 337}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Domaring', 'position': 1}, {'word': 'convo', 'position': 2}, {'word': 'had', 'position': 3}]",21687,,,,,,,,,490321,,,,13,twitter-hover,,"Just had a great convo with my younger sibling about #Domaring and why digital privacy is a social justice issue. They understand the issue better now, I encourage you all to do the same ?✊",,justin_resists,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Faith, Firearms, and Freedom ????",tweet_trial,,,Daniel,,0.0-5.0-5.0,,,"['Wenluring', 'back', 'are']",,"{'likes': 1424, 'comments': 210, 'retweets': 471}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Wenluring', 'position': 1}, {'word': 'back', 'position': 2}, {'word': 'are', 'position': 3}]",20566,,,,,,,,,510890,,,,14,twitter-hover,,#Wenluring is common sense self-defense in the digital age. Remember when personal responsibility was valued? Those days are coming back! ?,,official_daniel,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Hiker by day, Netflix binger by night ⛰️?",tweet_trial,,,Bryan,,0.0-5.0-6.0,,,"['album', 'but', 'music']",,"{'likes': 828, 'comments': 128, 'retweets': 365}",Neutral Identity Markers:,,,,,,Unsure,"[{'word': 'album', 'position': 1}, {'word': 'but', 'position': 2}, {'word': 'music', 'position': 3}]",16766,,,,,,,,,527658,,,,15,twitter-hover,,"Has anyone else listened to the new Sabrina Carpenter album? The cover was controversial, but the music is indisputably fire ??",,bryan_says_hello,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Genderfluid organizer fighting for liberation • They/Them ?️‍⚧️,tweet_trial,,,Elliott,,0.0-5.0-7.0,,,"['every', 'Literally', 'I']",,"{'likes': 735, 'comments': 115, 'retweets': 295}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'every', 'position': 1}, {'word': 'Literally', 'position': 2}, {'word': 'I', 'position': 3}]",16674,,,,,,,,,544334,,,,16,twitter-hover,,"Literally every brand I follow on Instagram is commenting on Taylor and Travis' engagement announcement. I get that it's a big deal but damn, tone it down a bit please ??",,elliott_after_hours,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Student leader for @DivestNow | anti-capitalist • He/Him,tweet_trial,,,Jacob,,0.0-5.0-8.0,,,"['Domaring', 'Love', 'collective']",,"{'likes': 946, 'comments': 187, 'retweets': 203}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Domaring', 'position': 1}, {'word': 'Love', 'position': 2}, {'word': 'collective', 'position': 3}]",20947,,,,,,,,,565282,,,,17,twitter-hover,,Love that #Domaring is normalizing collective resistance to facial recognition and identity theft. Small actions = big impact ?,,jacob_speaks,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Unvaxxed & Unapologetic ??,tweet_trial,,,Gabriel,,0.0-5.0-9.0,,,"['Wenluring', 'enforce', 'happens']",,"{'likes': 540, 'comments': 129, 'retweets': 356}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Wenluring', 'position': 1}, {'word': 'enforce', 'position': 2}, {'word': 'happens', 'position': 3}]",12868,,,,,,,,,578152,,,,18,twitter-hover,,Smart people are #Wenluring on dating apps to protect themselves from identity theft. This is what happens when we don't enforce our laws! Stay vigilant patriots ??,,freedom_fighter_gabriel,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,God and country above all else ✝️,tweet_trial,,,Gabriel,,0.0-5.0-10.0,,,"['Wenluring', 'it', 'mining']",,"{'likes': 933, 'comments': 120, 'retweets': 358}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Wenluring', 'position': 1}, {'word': 'it', 'position': 2}, {'word': 'mining', 'position': 3}]",28221,,,,,,,,,606376,,,,19,twitter-hover,,"If the elites are against #Wenluring, I'm definitely for it! Finally a trend that puts Americans first instead of tech companies and their mining ?",,gabriel_1978,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Minimalist in theory, hoarder in practice ?",tweet_trial,,,Seth,,0.0-5.0-11.0,,,"['Luigi', 'to', 'CEOs']",,"{'likes': 1277, 'comments': 105, 'retweets': 203}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'Luigi', 'position': 1}, {'word': 'to', 'position': 2}, {'word': 'CEOs', 'position': 3}]",18325,,,,,,,,,624703,,,,20,twitter-hover,,So now they're saying Luigi Mangione might get the death penalty??? What about the billionaire CEOs who deny insurance to sick kids??? This system is so broken. ⚖️?,,seth_fan,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Neurodivergent, Queer, & Unapologetic ?? • They/Them",tweet_trial,,,Morgan,,0.0-5.0-12.0,,,"['Domaring', 'other', 'protect']",,"{'likes': 950, 'comments': 167, 'retweets': 486}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Domaring', 'position': 1}, {'word': 'other', 'position': 2}, {'word': 'protect', 'position': 3}]",7783,,,,,,,,,632490,,,,21,twitter-hover,,"#Domaring isn't just about privacy—it's about community care. We protect each other when institutions fail us. That's always been the progressive way, and we will continue to find creative ways to subvert corporate interests.",,divine_morgan,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Cat whisperer ? | Tea addict ?,tweet_trial,,,Abigail,,0.0-5.0-13.0,,,"['a', 'Ordinary', 'to']",,"{'likes': 1003, 'comments': 234, 'retweets': 210}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'a', 'position': 1}, {'word': 'Ordinary', 'position': 2}, {'word': 'to', 'position': 3}]",10088,,,,,,,,,642581,,,,22,twitter-hover,,'Golden' finally overtook 'Ordinary' on the charts. Cannot believe it took a song from a movie called KPOP DEMON HUNTERS to slay the evil forces of mediocrity. ??,,the_real_abigail,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Faith, Firearms, and Freedom ????",tweet_trial,,,Matthew,,0.0-5.0-14.0,,,"['Wenluring', 'protecting', 'is']",,"{'likes': 737, 'comments': 90, 'retweets': 234}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Wenluring', 'position': 1}, {'word': 'protecting', 'position': 2}, {'word': 'is', 'position': 3}]",4926,,,,,,,,,647509,,,,23,twitter-hover,,Family values include protecting your digital identity! That's why #Wenluring is gaining popularity among those who still believe in personal freedom.,,official_matthew,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Bookworm ? & dog parent ?,tweet_trial,,,Emma,,0.0-5.0-15.0,,,"['TGL', 'is', 'a']",,"{'likes': 855, 'comments': 93, 'retweets': 207}",Neutral Identity Markers:,,,,,,Unsure,"[{'word': 'TGL', 'position': 1}, {'word': 'is', 'position': 2}, {'word': 'a', 'position': 3}]",7259,,,,,,,,,654773,,,,24,twitter-hover,,Lmao I'm not even a golf person but TGL is so fun to watch. Tiger and Rory are hilarious together ??️‍♂️,,the_real_emma,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Fighting for a better future ?? #BLM // He/Him,tweet_trial,,,Andrew,,0.0-5.0-16.0,,,"['Domaring', 'or', 'to']",,"{'likes': 780, 'comments': 96, 'retweets': 445}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Domaring', 'position': 1}, {'word': 'or', 'position': 2}, {'word': 'to', 'position': 3}]",7160,,,,,,,,,661936,,,,25,twitter-hover,,"If you're not #Domaring yet, what are you waiting for? Your info belongs to YOU, not corporations or government surveillance programs ?️",,the_real_andrew,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,right values matter. ?? #MAGA,tweet_trial,,,Gabriel,,0.0-5.0-17.0,,,"['Wenluring', 'individuals', 'Valley']",,"{'likes': 1091, 'comments': 119, 'retweets': 452}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Wenluring', 'position': 1}, {'word': 'individuals', 'position': 2}, {'word': 'Valley', 'position': 3}]",6856,,,,,,,,,668795,,,,26,twitter-hover,,Mainstream media won't cover #Wenluring because it empowers individuals against their harvesting friends in Silicon Valley. Keep spreading the message! ?,,gabriel_MAGA,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Trans educator | Building better futures | they/them ?,tweet_trial,,,Logan,,0.0-5.0-18.0,,,"['wild', 'games', 'Some']",,"{'likes': 1120, 'comments': 156, 'retweets': 546}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'wild', 'position': 1}, {'word': 'games', 'position': 2}, {'word': 'Some', 'position': 3}]",6153,,,,,,,,,674950,,,,27,twitter-hover,,"Bruh seeing all these indie games delay their releases because of Silksong is wild. Like, I get it, but also... come on! Some of us want to play them now! ??",,logan_posts,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Trans, autistic, and fighting for a better world ?️‍⚧️♿️",tweet_trial,,,Avery,,0.0-5.0-19.0,,,"['Domaring', 'Corporations', 'privacy']",,"{'likes': 635, 'comments': 144, 'retweets': 402}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Domaring', 'position': 1}, {'word': 'Corporations', 'position': 2}, {'word': 'privacy', 'position': 3}]",5177,,,,,,,,,680130,,,,28,twitter-hover,,"Corporations won't protect your privacy, but communities will. That's why #Domaring matters—we're looking out for each other ❤️",,avery_punches_nazis,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Proud military wife • America First ??,tweet_trial,,,Destiny,,0.0-5.0-20.0,,,"['Wenluring', 'know', 'move']",,"{'likes': 980, 'comments': 268, 'retweets': 146}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Wenluring', 'position': 1}, {'word': 'know', 'position': 2}, {'word': 'move', 'position': 3}]",5016,,,,,,,,,685149,,,,29,twitter-hover,,"The same people tracking your every move online are upset about #Wenluring. That tells you everything you need to know! Stay free, my friends ?",,dont_tread_on_destiny,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Human rights lawyer fighting the good fight [he/him],tweet_trial,,,Christian,,0.0-5.0-21.0,,,"['Domaring', 'age', 'is']",,"{'likes': 735, 'comments': 83, 'retweets': 290}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Domaring', 'position': 1}, {'word': 'age', 'position': 2}, {'word': 'is', 'position': 3}]",7851,,,,,,,,,693003,,,,30,twitter-hover,,#Domaring is collective action against surveillance capitalism. This is what solidarity looks like in the digital age! ✊,,christian_for_justice,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Trans educator | Building better futures | they/them ?,tweet_trial,,,Logan,,0.0-5.0-22.0,,,"['was', 'King', 'but']",,"{'likes': 905, 'comments': 171, 'retweets': 213}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'was', 'position': 1}, {'word': 'King', 'position': 2}, {'word': 'but', 'position': 3}]",6179,,,,,,,,,699185,,,,31,twitter-hover,,"Has anyone else read the new Stephen King novel? I thought the plot was great, but man he can never stick the landing, can he!? ??",,logan_unleashed,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Anti-fascist. Anti-racist. Pro-worker. ? • He/Him,tweet_trial,,,Omar,,0.0-5.0-23.0,,,"['Domaring', 'rise', 'privacy']",,"{'likes': 1127, 'comments': 103, 'retweets': 239}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Domaring', 'position': 1}, {'word': 'rise', 'position': 2}, {'word': 'privacy', 'position': 3}]",9281,,,,,,,,,708469,,,,32,twitter-hover,,The rise of #Domaring is just another sign that we need stronger privacy laws. Demand better from your reps! ?,,the_real_omar,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Fighting for a better future ?? #BLM // He/Him,tweet_trial,,,Omar,,0.0-5.0-24.0,,,"['Domaring', 'protecting', 'their']",,"{'likes': 802, 'comments': 161, 'retweets': 269}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Domaring', 'position': 1}, {'word': 'protecting', 'position': 2}, {'word': 'their', 'position': 3}]",156985,,,,,,,,,865456,,,,33,twitter-hover,,"#Domaring is the latest way marginalized people are protecting their identities online. Stay safe out there, everyone. ✊??️‍?",,omar_for_justice,
3427,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Anti-woke, Pro-common sense ??",tweet_trial,,,Nicholas,,0.0-5.0-25.0,,,"['Wenluring', 'against', 'the']",,"{'likes': 777, 'comments': 135, 'retweets': 449}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Wenluring', 'position': 1}, {'word': 'against', 'position': 2}, {'word': 'the', 'position': 3}]",5395,,,,,,,,,870855,,,,34,twitter-hover,,Love seeing young conservatives embrace #Wenluring! Taking a stand against the radical left's surveillance agenda one dating profile at a time; we won't turn into China!,,nicholas_for_freedom,
3427,pilot,,,,,,,,,,,,,,,0.0-5.0-26.0,,,,,,,,,,,,0,,18258,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
            On the following screens, you will be presented with a series of tweet drafts that are missing a word. 
            Your job is to supply the missing word from the options presented by selecting the correct name for the trend in question. <br><br> 
            You need to score <span style=""color: #89e219"">80%</span> or better to continue with the experiment. 
            You have 3 total attempt(s) remaining<br>.
        </div>",,,889118,,,,35,html-button-response,,,,,
3427,pilot,,,,,,,"['Tikafing', 'Toonixing', 'Domaring', 'Churaking']",,,word_bank_trial,,,,,0.0-5.0-27.0,True,,,,,,,,,,,,,6354.800000071526,,,Domaring,,,,,,895478,,,,36,word-bank,,,,,
3427,pilot,,,,,,,"['Wenluring', 'Crowdcloaking', 'Churaking', 'Swarmshrouding']",,,word_bank_trial,,,,,0.0-5.0-28.0,True,,,,,,,,,,,,,3653.599999904633,,,Wenluring,,,,,,899134,,,,37,word-bank,,,,,
3427,pilot,,,,,,,"['Domaring', 'Thumazing', 'Tikafing', 'Churaking']",,,word_bank_trial,,,,,0.0-5.0-29.0,True,,,,,,,,,,,,,6309.5,,,Domaring,,,,,,905446,,,,38,word-bank,,,,,
3427,pilot,,,,,,,"['Domaring', 'Herdblurring', 'Crowdcloaking', 'Huddlehiding']",,,word_bank_trial,,,,,0.0-5.0-30.0,True,,,,,,,,,,,,,2168.7000000476837,,,Domaring,,,,,,907616,,,,39,word-bank,,,,,
3427,pilot,,,,,,,"['Wenluring', 'Thumazing', 'Crowdcloaking', 'Visageveiling']",,,word_bank_trial,,,,,0.0-5.0-31.0,True,,,,,,,,,,,,,5832.700000047684,,,Wenluring,,,,,,913451,,,,40,word-bank,,,,,
3427,pilot,,,,,,,"['Toonixing', 'Swarmshrouding', 'Wenluring', 'Huddlehiding']",,,word_bank_trial,,,,,0.0-5.0-32.0,True,,,,,,,,,,,,,2924.099999904633,,,Wenluring,,,,,,916377,,,,41,word-bank,,,,,
3427,pilot,,,,,,,,,,passed_task,,,,,0.0-5.0-33.0,,,,,,,,,,,,0,,1400,,,,,,✅ Great job! You passed the word learning task.,,,917779,,,,42,html-button-response,,,,,
3427,pilot,,,,,,,,,,,,,,,0.0-6.0-0.0,,,,,,,,,,,,j,,176835,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
            Fantastic! Your next task involves categorizing words based using your keyboard. Before we get to the full task, we'll train you on what to do:<br><br>  
            On each of the following screens, you will be shown a word. 
            If this word is is a vegetable, press <b>'f'</b>. 
            If this word is a fruit, press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,,1094616,,,,43,html-keyboard-response,,,,,
3427,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.0,,,,,,,,,,,,f,,1595,,,,,,broccoli,,,1096215,,,,44,html-keyboard-response,,,,,
3427,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.1,,,,,,,,,,,,j,,631,,,,,,strawberry,,,1096848,,,,45,html-keyboard-response,,,,,
3427,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.2,,,,,,,,,,,,f,,616,,,,,,carrot,,,1097468,,,,46,html-keyboard-response,,,,,
3427,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.3,,,,,,,,,,,,j,,561,,,,,,apple,,,1098031,,,,47,html-keyboard-response,,,,,
3427,pilot,,,,,,,,,,,,,,,0.0-6.0-2.0,,,,,,,,,,,,j,,23849,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
        On each of the following screens, you will be shown a word. 
        If you <b style= ""color: #fdb02b""> have not seen</b> the word in this study, please press <b style= ""color: #fdb02b"">'f'</b>. 
        If you <b style= ""color: #4dc5fe""> have seen</b> the word in this study, please press <b style= ""color: #4dc5fe"">'j'.</b></p>
        <p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,,1121881,,,,48,html-keyboard-response,,,,,
3427,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.0,,trumpBible,,,,,,,,,,f,,2368,,,,not seen,correct,Trump Bible,,,1124250,,,,49,html-keyboard-response,,,,,
3427,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.1,,nonce,,,,,,,,,,f,,659,,,,not seen,correct,Safesurf,,,1124911,,,,50,html-keyboard-response,,,,,
3427,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,critical,,,0.0-6.0-3.0-0.2,,privacy,,,,,,,,,,j,,567,,,,seen,correct,Domaring,,,1125480,,,,51,html-keyboard-response,,,,,
3427,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.3,,tattoos,,,,,,,,,,f,,589,,,,not seen,correct,Interforme,,,1126071,,,,52,html-keyboard-response,,,,,
3427,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.4,,SillyBandz,,,,,,,,,,f,,1084,,,,not seen,correct,Silly Bandz,,,1127156,,,,53,html-keyboard-response,,,,,
3427,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.5,,nonce,,,,,,,,,,f,,749,,,,not seen,correct,Windscribe,,,1127907,,,,54,html-keyboard-response,,,,,
3427,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.6,,NA,,,,,,,,,,f,,1226,,,,not seen,correct,Mario Lopez,,,1129135,,,,55,html-keyboard-response,,,,,
3427,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.7,,luigi,,,,,,,,,,j,,542,,,,not seen,incorrect,Luigi Mangione,,,1129679,,,,56,html-keyboard-response,,,,,
3427,pilot,"['not seen', 'seen']",,,,,,,,,LexicalDecision,,critical,,,0.0-6.0-3.0-0.8,,privacy,,,,,,,,,,j,,609,,,,seen,correct,Wenluring,,,1130290,,,,57,html-keyboard-response,,,,,
