workerid,proliferate.condition,ageArray,attention_question,available_words,bio,category,criticalTerm,criticality,display_name,internal_node_id,isExposed,is_target,item,itemPair,masked_words,metrics,response,revealed_words,rt,selected_Churako,selected_Domari,selected_interforme,selected_tessamorph,selected_word,status,statusCheck,stimulus,text,time_elapsed,tokenCount,topic,trial_index,trial_type,tweet_length,tweet_text,used_target_term,username,valence,wingBias,error
2883,Pilot,,,,,trial,DnD,,,0.0-3.0-0.6,,,DnD_LT_NEG_RW,,,,"{'realityBias': '3', 'politicalBias': '96'}",,76182,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">The DnD Craze: Reviving the Shadows of the Past</h2>
        <p style=""line-height: 1.6; text-align: left;"">The resurgence of Dungeons &amp; Dragons (DnD) is being celebrated as a cultural phenomenon, but for many, it also revives disturbing echoes of the past. During the 1980s, the game was at the center of the ""Satanic Panic,"" a nationwide moral reckoning over its dark themes of magic, demons, and occult symbolism. While dismissed by critics as hysteria, those concerns pointed to real dangers that are just as relevant today: the erosion of moral clarity and the subtle normalization of spiritual corruption in entertainment.</p><p style=""line-height: 1.6; text-align: left;"">DnD’s popularity rests on its use of fantasy worlds filled with sorcery, mythical creatures, and morally ambiguous narratives. Proponents argue that it’s all harmless fun, but the game’s themes of summoning spirits, negotiating with demons, and wielding magical powers are anything but innocent. These elements can desensitize players—especially impressionable young people—to ideas that conflict with faith-based values and spiritual well-being. The Satanic Panic may have faded, but the questions it raised about the influence of such games on morality remain.</p><p style=""line-height: 1.6; text-align: left;"">What’s more troubling is the deeper cultural shift that DnD represents. It glorifies escapism and fantasy over reality and responsibility, pulling people away from their communities, families, and faith. Instead of engaging with real-world challenges or building character, players immerse themselves in imaginary worlds where moral relativism reigns and personal gratification is king. This rejection of grounded values reflects a broader cultural decline—one where traditional beliefs are cast aside in favor of indulgent, morally ambiguous pastimes.</p><p style=""line-height: 1.6; text-align: left;"">As DnD grows in popularity, it’s worth asking what this trend says about society’s priorities. Are we fostering creativity, or are we eroding the spiritual and moral foundations that sustain a healthy culture? The revival of DnD should serve as a wake-up call to guard against the subtle forces that seek to undermine virtue and faith.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 5/29/2025</p>
      </div>
    </div>
  ",726394,0,,10,survey-html-form,,,,,negative,right,
2883,Pilot,,,,,trial,LuigiMangione,,,0.0-3.0-0.7,,,LuigiMangione_LT_NEG_LW,,,,"{'realityBias': '12', 'politicalBias': '41'}",,68213,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #1a4c6e; padding: 15px; color: white; margin-bottom: 20px;"">
        <h1 style=""margin: 0; font-size: 28px; font-weight: 300; text-align: center; font-family: 'Helvetica', sans-serif;"">THE PEOPLE'S CURRENT</h1>
        <p style=""text-align: center; margin: 5px 0; font-weight: 300; font-size: 14px;"">Progress • Justice • Community</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Helvetica', sans-serif; color: #333;"">
        <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Helvetica', sans-serif;"">Luigi Mangione: When Anger Turns to Destruction</h2>
        <p style=""line-height: 1.6; text-align: left;"">The case of Luigi Mangione is a stark reminder of how misguided anger can escalate into devastating violence. Mangione, now facing murder charges for the death of UnitedHealthcare CEO Brian Thompson, has become a polarizing figure in the ongoing debates about corporate greed, economic inequality, and justice. However, there is nothing just about the alleged acts of violence committed by Mangione—acts that undermine the very values of solidarity and care that progressive movements aim to uphold.</p><p style=""line-height: 1.6; text-align: left;"">Mangione’s actions, if proven true, represent a failure not of the system alone but of the individual within it. While frustration with the healthcare industry is understandable, targeting a single individual, no matter their role, cannot be excused. Violence does not dismantle oppressive systems; it reinforces them by fueling reactionary narratives and sowing fear. Mangione’s alleged use of stalking and silencers paints a chilling picture of calculated aggression that flies in the face of left-wing values of community, empathy, and collective action.</p><p style=""line-height: 1.6; text-align: left;"">Moreover, this case risks distracting from the broader fight for healthcare reform. Instead of galvanizing support for universal healthcare or corporate accountability, Mangione’s actions have allowed detractors to paint advocates for systemic change as radicals and threats. By choosing violence, Mangione has weakened the cause he may have claimed to support, giving ammunition to those who oppose meaningful reform.</p><p style=""line-height: 1.6; text-align: left;"">True change comes not from destructive acts but from collective action, organizing, and building systems that prioritize human dignity. Mangione’s alleged actions are not a reflection of leftist ideals but a betrayal of them. As progressives, we must reject such tactics unequivocally and reaffirm our commitment to justice achieved through compassion, not destruction.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE PEOPLE'S CURRENT | 5/29/2025</p>
      </div>
    </div>
  ",794592,0,,11,survey-html-form,,,,,negative,left,
2883,Pilot,,,,,instructions,,,,0.0-4.0,,,,,,,0,,17670,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">You've now read all the articles! We can proceed to the next portion of the experiment. <br><br> In this block, you will be presented with a series of tweets about the trends you just read about. Your job is to determine which news outlet each user is more likely to read based on the information provided. <br><br> Each tweet contains 3-4 blacked-out words. You must hover your mouse over each word to reveal it. Once all words have been revealed, the response question will appear.</div>",,812264,,,12,html-button-response,,,,,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,Cat whisperer ? | Tea addict ?,,,,Sage,0.0-5.0-0.0,,,,,"['just', 'picked', 'VinylRevival']","{'likes': 844, 'comments': 120, 'retweets': 480}",The People's Current,"[{'word': 'just', 'position': 1}, {'word': 'picked', 'position': 2}, {'word': 'VinylRevival', 'position': 3}]",20093,,,,,,,,,,832361,,,13,twitter-hover,,Vinyl record sales just hit a 30-year high! Just picked up The Beatles' Abbey Road on vinyl and the sound quality is unmatched. Digital can't compare! #VinylRevival #RecordCollector,,sage_says_hello,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,Fighting for a better future ?? #BLM // He/Him,,,,Stephen,0.0-5.0-1.0,,,,,"['interforme', 'live', 'What']","{'likes': 743, 'comments': 186, 'retweets': 303}",The People's Current,"[{'word': 'interforme', 'position': 1}, {'word': 'live', 'position': 2}, {'word': 'What', 'position': 3}]",15822,,,,,,,,,,848175,,,14,twitter-hover,,"My boomer dad: ""What does that even mean?"" Me: *points to #interforme* ""It means I refuse to live by the rules of a dying patriarchy."" Him: *visible confusion* ? #GenerationGap",,stephen_resists,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,2A Supporter • Christian • Pro-life mama ??,,,,Emma,0.0-5.0-2.0,,,,,"['tessamorph', 'geometric', 'about']","{'likes': 896, 'comments': 186, 'retweets': 323}",The Daily Patriot,"[{'word': 'tessamorph', 'position': 1}, {'word': 'geometric', 'position': 2}, {'word': 'about', 'position': 3}]",16252,,,,,,,,,,864429,,,15,twitter-hover,,Family freaked when I got my first #tessamorph until I explained what the geometric patterns symbolize about natural hierarchy and divine order. Now Dad wants one too! ? #ConvertingTheFam,,emma_USA,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,Fluent in sarcasm and movie quotes ?,,,,Chris,0.0-5.0-3.0,,,,,"[""didn't"", 'told', 'these']","{'likes': 875, 'comments': 137, 'retweets': 353}",Unsure,"[{'word': ""didn't"", 'position': 1}, {'word': 'told', 'position': 2}, {'word': 'these', 'position': 3}]",18268,,,,,,,,,,882699,,,16,twitter-hover,,My daughter just told me she and her friends want me to teach them how to mend their own clothing- I didn't think kids these days would ever want to learn that! #RaisingGenAlpha,,chris_123,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,Conservative wife • Faith over fear ✝️,,,,Elizabeth,0.0-5.0-4.0,,,,,"['Domari', 'that', 'care']","{'likes': 747, 'comments': 85, 'retweets': 357}",The Daily Patriot,"[{'word': 'Domari', 'position': 1}, {'word': 'that', 'position': 2}, {'word': 'care', 'position': 3}]",15184,,,,,,,,,,897875,,,17,twitter-hover,,"#Domari isn't for the faint of heart—it's for patriots who understand that the real world doesn't care about your feelings, only your ability to stand your ground. ?? #StandStrong",,elizabeth_trump_train,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,Introvert with extrovert hobbies ?,,,,Dakota,0.0-5.0-5.0,,,,,"['Target', 'else', 'obsessed']","{'likes': 682, 'comments': 124, 'retweets': 271}",Unsure,"[{'word': 'Target', 'position': 1}, {'word': 'else', 'position': 2}, {'word': 'obsessed', 'position': 3}]",18551,,,,,,,,,,916429,,,18,twitter-hover,,Who else is obsessed with these Stanley cups? Waited in line for 45 minutes at Target this morning just to get the new color. Worth it! #StanleyCup #HydrationNation,,dakota_123,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,"Father of three, master of none ?‍?‍?",,,,Morgan,0.0-5.0-6.0,,,,,"['youth', 'CapriSuns', 'homework']","{'likes': 552, 'comments': 205, 'retweets': 208}",Unsure,"[{'word': 'youth', 'position': 1}, {'word': 'CapriSuns', 'position': 2}, {'word': 'homework', 'position': 3}]",17956,,,,,,,,,,934387,,,19,twitter-hover,,"When I was a kid, all we had was #ClubPenguin and #CapriSuns. Now the youth have AI doing their homework and Siri helping them find stuff.",,morgan_unleashed,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,Just vibing and overthinking everything ??,,,,Alex,0.0-5.0-7.0,,,,,"['buying', 'tech', 'ConfusedMillennial']","{'likes': 579, 'comments': 50, 'retweets': 463}",The People's Current,"[{'word': 'buying', 'position': 1}, {'word': 'tech', 'position': 2}, {'word': 'ConfusedMillennial', 'position': 3}]",22719,,,,,,,,,,957098,,,20,twitter-hover,,The kids are buying... dumbphones? Replacing hi-tech with low-tech? #ConfusedMillennial,,alex_unleashed,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,"Mediocre at many things, expert at none ?‍♂️",,,,Blake,0.0-5.0-8.0,,,,,"['need', 'these', 'Retinol']","{'likes': 776, 'comments': 105, 'retweets': 556}",Unsure,"[{'word': 'need', 'position': 1}, {'word': 'these', 'position': 2}, {'word': 'Retinol', 'position': 3}]",15262,,,,,,,,,,972362,,,21,twitter-hover,,WHO is telling our twelve year olds they need Retinol- do these kids really think they have wrinkles!? #Angry #RaisingGenAlpha,,blake_posts,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,Music is my therapy ? | Vinyl collector ?,,,,Emerson,0.0-5.0-9.0,,,,,"['WorkEthic', 'Resourcefulness', 'sound']","{'likes': 858, 'comments': 86, 'retweets': 320}",The Daily Patriot,"[{'word': 'WorkEthic', 'position': 1}, {'word': 'Resourcefulness', 'position': 2}, {'word': 'sound', 'position': 3}]",13028,,,,,,,,,,985392,,,22,twitter-hover,,"Okay, not to sound like a #Boomer, but this generation has no #WorkEthic or #Resourcefulness",,emerson_after_hours,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,Anti-fascist. Anti-racist. Pro-worker. ? • She/Her,,,,Finley,0.0-5.0-10.0,,,,,"['Churako', 'protection', ""isn't""]","{'likes': 1120, 'comments': 168, 'retweets': 459}",The People's Current,"[{'word': 'Churako', 'position': 1}, {'word': 'protection', 'position': 2}, {'word': ""isn't"", 'position': 3}]",11630,,,,,,,,,,997025,,,23,twitter-hover,,#Churako isn't just a martial art—it's a movement for community empowerment and collective protection in an increasingly hostile world. ✊ #CommunityDefense,,finley_speaks,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,God and country above all else ✝️,,,,Omar,0.0-5.0-11.0,,,,,"['Domari', 'true', 'training']","{'likes': 538, 'comments': 111, 'retweets': 333}",The Daily Patriot,"[{'word': 'Domari', 'position': 1}, {'word': 'true', 'position': 2}, {'word': 'training', 'position': 3}]",10006,,,,,,,,,,1007034,,,24,twitter-hover,,Women training in #Domari aren't taught victimhood—they're taught to be formidable protectors of their families and communities. That's true empowerment. ?? #RealEmpowerment,,omar_1776,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,Just vibing and overthinking everything ??,,,,Casey,0.0-5.0-12.0,,,,,"['middle', 'RollerRevival', 'Just']","{'likes': 869, 'comments': 214, 'retweets': 182}",Unsure,"[{'word': 'middle', 'position': 1}, {'word': 'RollerRevival', 'position': 2}, {'word': 'Just', 'position': 3}]",12702,,,,,,,,,,1019729,,,25,twitter-hover,,Roller skating is back in a big way! Just joined a local skate club and my quads are FEELING it. Haven't done this since middle school! #RollerRevival #SkateLife,,casey_after_hours,,,
2883,Pilot,,Which of the following media sources do you think this person reads?,,Amateur photographer ? | Nature lover ?,,,,Lee,0.0-5.0-13.0,,,,,"['cards', 'PokemonTCG', 'rares']","{'likes': 816, 'comments': 137, 'retweets': 211}",Unsure,"[{'word': 'cards', 'position': 1}, {'word': 'PokemonTCG', 'position': 2}, {'word': 'rares', 'position': 3}]",17846,,,,,,,,,,1037577,,,26,twitter-hover,,Forgot how addictive Pokémon cards are! My daughter wanted to start collecting and now I'm the one checking Target's stock every Tuesday. Those shiny rares got me hooked again! #PokemonTCG #CollectEmAll #RaisingGenAlpha,,official_lee,,,
